source_ip,destination_ip,source_port,destination_port,protocol,bytes,is_anomaly
136.5.89.84,60.194.205.117,20833,22515,TCP,606,0
28.191.164.48,32.20.180.38,9741,18308,TCP,1006,1
182.93.11.6,61.6.233.169,34218,44861,TCP,1498,0
235.168.110.228,11.76.222.99,14682,12852,UDP,596,0
34.228.145.251,20.115.57.251,26325,59736,UDP,983,1
170.74.213.74,137.96.245.163,22632,37644,TCP,1016,0
192.204.135.234,161.98.42.150,43676,52476,TCP,521,0
117.202.110.66,211.56.153.113,33017,14658,UDP,1448,1
169.226.135.76,98.90.26.28,60364,25627,UDP,1065,1
73.97.25.250,235.187.43.230,591,19477,TCP,456,1
229.34.103.32,85.106.133.77,59033,53357,TCP,481,1
54.217.232.201,182.178.231.120,35981,54791,UDP,1233,1
59.220.235.179,200.183.69.221,48048,50740,TCP,1078,1
55.235.0.90,72.22.200.83,9830,7194,UDP,627,1
109.123.183.136,182.81.99.1,47595,45457,TCP,729,1
225.24.22.205,229.166.107.192,36211,38045,TCP,667,1
71.42.133.161,184.120.81.188,59077,33922,TCP,524,0
237.242.72.102,172.109.173.164,6136,40417,TCP,1035,0
27.248.228.18,130.155.20.186,5737,7758,UDP,1423,0
72.135.187.39,36.31.196.12,18734,31721,UDP,11,0
15.60.177.54,196.90.139.150,65222,1878,UDP,121,1
86.125.152.31,177.231.124.24,27505,11444,TCP,667,0
244.54.228.253,194.3.114.69,40934,16012,UDP,264,1
13.159.172.114,151.218.91.214,50551,8672,TCP,1329,1
187.80.151.99,206.218.73.39,833,61061,UDP,1152,1
171.136.224.134,92.241.104.204,13544,49463,UDP,759,1
183.147.105.112,13.121.201.165,22815,912,TCP,1181,0
189.207.222.59,175.130.43.22,7215,7543,UDP,1131,0
197.164.194.63,69.44.91.48,4550,52823,UDP,371,1
24.23.91.22,41.65.52.141,24454,51403,UDP,532,1
93.248.100.66,110.230.102.208,17999,8338,UDP,227,1
196.174.21.31,94.164.30.125,9467,11628,TCP,270,1
9.16.14.246,189.201.140.161,277,35816,UDP,775,0
33.203.134.240,234.248.226.198,43304,31794,UDP,231,1
122.178.133.25,185.219.211.167,33717,27835,UDP,798,0
182.2.235.96,103.85.176.160,30090,32269,UDP,341,0
97.171.230.40,90.123.25.255,34618,9347,TCP,168,1
111.143.97.153,6.195.74.170,11629,56841,UDP,1465,1
36.0.182.204,0.168.97.83,10319,48389,TCP,593,0
251.15.0.244,191.0.242.30,19120,19293,TCP,728,0
234.88.78.17,63.154.40.244,25539,19476,TCP,906,1
218.87.8.128,36.205.52.0,50176,3248,TCP,774,1
220.127.118.112,237.177.173.201,2779,52591,UDP,856,1
106.194.92.129,154.98.18.253,2969,47389,UDP,468,0
32.221.62.5,173.71.67.227,9673,48139,TCP,866,1
81.138.172.225,230.208.233.64,4635,3383,UDP,518,0
21.152.182.159,75.181.255.111,7672,25696,TCP,387,1
124.136.189.159,2.49.172.220,41260,44649,UDP,1379,1
52.216.127.8,121.99.130.69,26601,12247,TCP,1158,1
79.197.66.43,179.86.140.166,57147,2848,UDP,580,1
14.32.135.95,246.9.38.74,6343,5800,UDP,974,0
255.81.21.196,243.127.164.149,7320,4841,UDP,603,1
47.55.83.201,47.133.27.128,64083,38130,UDP,1059,0
99.115.61.180,28.2.180.255,13127,54466,UDP,546,0
129.10.241.129,234.107.166.247,47597,11643,UDP,538,0
77.246.238.37,111.131.249.146,43674,27283,TCP,1277,1
166.55.180.186,87.92.204.206,42451,20741,TCP,825,0
231.241.109.59,10.241.204.1,41341,42168,UDP,816,1
49.101.62.53,205.42.19.88,40455,57148,UDP,954,1
1.15.36.129,8.47.94.248,4897,57843,TCP,903,1
209.216.101.182,19.227.212.59,58206,43290,TCP,573,1
182.94.91.53,232.213.246.249,16679,50905,UDP,1148,1
19.214.4.182,238.220.211.92,14592,59409,TCP,871,0
87.12.177.119,198.125.83.219,65348,14951,UDP,1303,0
87.147.220.239,119.142.177.89,21054,42164,UDP,1004,0
42.245.229.229,27.18.155.23,13217,14875,UDP,1224,1
187.197.158.183,219.48.101.25,6238,33751,TCP,1341,0
118.179.167.35,234.111.95.243,34810,49465,UDP,1236,0
116.219.177.71,45.190.109.197,40595,21416,UDP,1153,0
169.70.51.152,90.245.104.181,9145,15158,UDP,259,0
199.56.223.242,61.237.241.174,62461,6612,TCP,1162,0
49.17.19.193,186.233.115.80,9514,39139,UDP,840,0
234.243.189.89,163.98.251.12,3590,23987,TCP,995,1
174.0.64.3,34.216.120.188,5888,8468,UDP,621,0
25.66.139.51,24.247.60.11,30012,33468,TCP,811,0
129.48.84.238,230.42.63.150,23179,41256,UDP,1085,1
3.160.90.236,192.165.110.213,17868,1455,TCP,24,1
184.232.241.221,175.194.211.153,59131,21622,UDP,1474,0
247.207.37.153,116.205.54.135,18417,14823,TCP,1085,0
18.53.92.60,21.28.150.182,60562,28508,UDP,641,1
35.222.189.244,236.165.179.215,9296,15322,UDP,357,0
206.58.130.115,146.179.40.119,30583,30496,TCP,1471,1
61.63.14.221,236.19.241.222,30044,18434,UDP,712,0
107.84.229.166,151.98.150.184,25563,38914,UDP,133,1
139.251.50.168,154.84.114.221,26660,49904,TCP,98,0
248.41.217.183,106.108.13.89,47444,8006,TCP,1329,0
223.40.70.222,73.206.206.70,42492,30647,UDP,701,0
186.181.8.186,31.108.85.189,5918,28528,TCP,460,0
119.57.37.171,43.131.104.71,4348,31672,UDP,670,0
104.92.212.82,69.41.172.51,39895,26376,UDP,288,0
135.52.230.106,98.173.175.3,13699,43311,TCP,382,1
85.38.3.51,64.156.7.130,6016,7972,UDP,864,1
118.228.104.167,213.242.219.210,40039,54916,TCP,1221,0
236.68.176.142,35.210.4.14,26417,45811,UDP,298,0
241.186.62.151,48.94.13.214,45986,55708,TCP,636,0
74.166.134.147,129.167.176.120,40034,8093,TCP,353,0
208.127.195.106,98.178.51.7,6759,1116,UDP,207,1
139.48.225.2,134.141.58.118,43979,46075,TCP,1373,1
186.74.172.157,251.245.99.109,7365,36429,UDP,892,0
173.141.156.168,214.114.90.199,29671,39515,UDP,1072,1
45.78.6.240,113.221.81.187,51282,4037,TCP,102,1
109.163.250.149,182.5.88.132,45467,44905,TCP,725,1
86.97.64.85,92.46.116.61,44627,6653,UDP,813,0
203.240.176.73,173.203.240.84,15628,43868,TCP,51,1
106.235.59.249,40.234.119.4,64060,43615,UDP,415,1
247.55.228.200,112.124.212.16,35952,26031,UDP,1361,1
140.238.165.164,214.65.220.147,62375,45880,TCP,962,1
57.165.63.199,225.82.211.207,4020,11404,UDP,523,0
212.34.194.56,175.99.86.241,26515,61605,TCP,913,0
223.228.251.235,28.238.111.172,55116,58402,TCP,310,1
32.91.88.117,7.203.220.195,37454,53397,UDP,902,1
127.164.21.33,237.167.107.67,29071,36024,UDP,766,0
163.43.183.158,239.127.0.44,46698,5636,TCP,746,0
9.172.61.233,212.44.3.144,28972,59041,TCP,1171,1
255.66.129.252,23.84.99.119,64775,10936,UDP,847,1
85.43.127.207,169.166.238.196,49233,5484,UDP,1000,0
111.10.204.190,248.65.193.11,57086,41090,TCP,519,0
42.96.194.147,233.252.69.72,64713,37110,UDP,337,1
27.20.114.142,54.120.216.20,33034,40151,UDP,286,1
105.177.252.167,233.15.238.179,61439,47635,TCP,1426,0
154.94.109.202,188.237.204.141,25942,9415,TCP,403,1
241.140.75.120,247.143.207.126,35347,57290,TCP,972,0
99.211.74.203,225.123.165.106,11379,2865,TCP,986,1
37.8.90.2,217.75.157.21,19628,48153,TCP,1435,1
245.225.158.47,68.188.21.98,41315,42439,TCP,418,1
17.11.88.9,221.3.219.110,52369,22345,TCP,1423,1
177.198.30.132,209.184.22.231,25620,50198,TCP,635,1
33.46.167.245,77.206.224.128,27348,25150,UDP,1076,1
49.32.215.248,136.251.221.176,61136,34078,UDP,1413,1
151.47.247.192,107.136.113.243,30800,46132,UDP,937,1
186.51.156.242,114.205.5.99,24923,35445,TCP,1461,0
87.10.193.111,200.131.246.182,52288,61137,UDP,57,1
164.135.233.170,55.112.208.136,63149,30723,UDP,337,1
163.38.130.11,228.91.43.245,754,18012,TCP,1338,1
244.50.195.13,206.136.235.103,1525,19406,UDP,782,1
106.194.117.81,66.89.15.135,33880,59164,UDP,165,0
141.105.132.108,203.203.105.96,39187,18438,UDP,738,0
108.232.49.186,121.173.20.77,41208,54083,UDP,869,0
236.245.222.52,129.16.168.106,39601,43041,UDP,1306,1
251.242.149.245,161.191.205.243,36907,56617,UDP,1429,0
13.203.46.213,81.156.182.139,37327,24586,UDP,1119,0
246.15.233.82,58.47.223.99,57036,45242,UDP,450,0
95.158.178.97,186.221.23.208,54316,56695,TCP,841,1
40.240.29.247,231.177.139.174,50423,46297,TCP,1417,0
153.157.154.219,235.226.93.14,9549,14028,UDP,943,1
64.139.60.112,110.219.154.118,3705,28332,UDP,1152,1
91.87.230.8,101.87.123.217,63168,16195,TCP,671,1
213.66.87.72,1.160.187.32,27884,28344,TCP,998,0
220.191.120.92,35.36.176.170,22290,60540,TCP,1331,1
133.18.225.72,233.243.129.67,52572,56298,UDP,1241,1
242.113.229.236,85.164.80.247,10223,25657,UDP,832,0
200.91.76.110,236.199.36.168,13076,45580,UDP,659,1
24.240.185.150,218.26.7.143,41847,57681,UDP,205,1
157.111.59.114,59.96.21.96,29604,15452,TCP,973,1
120.69.88.210,4.84.102.131,40733,20018,TCP,252,0
148.137.199.5,171.138.43.146,33316,34757,TCP,1344,1
163.39.218.38,225.225.17.253,64841,40515,TCP,66,0
156.94.240.39,56.101.18.136,12899,39563,TCP,122,1
109.91.29.65,102.203.177.179,31453,37550,UDP,369,0
67.117.196.89,202.99.171.152,33640,1955,UDP,675,0
204.25.70.65,220.186.187.251,35154,59386,UDP,896,0
91.216.134.127,144.51.238.247,42746,48921,UDP,663,0
5.154.184.79,165.73.105.14,27774,12835,UDP,1281,0
25.22.19.161,108.47.134.225,65315,3233,TCP,1462,1
153.194.84.253,87.101.90.107,49929,61549,TCP,482,0
174.192.174.6,43.16.55.128,6136,14133,TCP,1493,1
233.169.165.149,155.164.22.8,23698,57100,UDP,1074,1
172.137.168.255,195.159.97.122,41286,2895,TCP,1106,0
195.187.106.40,61.228.20.62,22214,51986,TCP,575,0
232.101.143.161,40.170.111.69,881,28346,TCP,520,0
124.6.21.224,49.93.159.222,43379,10890,TCP,604,0
166.205.84.19,35.111.185.19,61513,39413,UDP,156,0
101.161.182.253,108.18.120.242,8346,20497,UDP,1239,0
17.180.16.155,248.20.235.205,22097,34899,TCP,1180,1
147.16.53.178,125.200.219.25,23883,4689,UDP,831,0
210.31.94.118,150.148.134.234,47483,18871,UDP,1135,0
187.134.123.187,241.61.64.48,27835,23352,TCP,364,0
95.196.206.246,243.218.21.236,32890,23329,TCP,212,0
166.117.92.157,221.143.102.0,42654,34130,TCP,161,0
18.151.99.181,111.102.125.41,54248,64192,TCP,200,0
165.227.62.31,104.22.141.244,24368,20520,UDP,769,0
109.172.45.13,65.181.82.185,4719,23600,UDP,1177,0
6.159.75.171,47.2.106.245,41811,8905,TCP,679,0
132.66.121.154,139.182.81.181,50719,55301,TCP,989,0
82.58.204.238,155.106.99.176,61235,855,UDP,955,0
223.113.36.100,246.240.68.142,17426,61456,UDP,156,1
157.0.114.206,74.171.127.123,65522,58872,UDP,459,1
41.207.92.42,123.33.6.240,52704,65213,UDP,102,1
14.131.134.93,60.139.183.173,62834,26299,TCP,252,1
7.178.130.255,61.127.58.230,52165,2133,TCP,232,0
23.75.180.56,107.253.95.116,18404,24272,UDP,913,0
228.186.55.253,210.67.1.230,750,19563,TCP,786,1
216.74.15.157,233.25.227.75,39765,28867,UDP,635,0
231.187.245.237,110.173.77.172,17872,33947,UDP,699,0
204.221.26.39,52.9.140.41,33040,12965,TCP,1179,1
122.241.63.51,46.155.147.246,18818,52629,TCP,1220,0
34.6.36.95,7.78.146.88,55749,27902,TCP,436,0
85.238.173.84,176.119.147.139,62050,22490,UDP,433,0
133.185.141.228,245.7.177.167,40521,55047,TCP,94,0
249.197.245.214,199.212.0.138,3731,62531,TCP,972,0
16.42.201.174,48.5.17.242,61367,2988,TCP,747,1
117.120.3.183,230.113.74.103,45749,36892,TCP,577,0
216.252.114.246,50.111.226.5,29742,60616,TCP,645,1
158.230.87.1,26.134.2.44,33933,38619,UDP,415,1
49.193.72.98,183.244.33.138,23182,49883,TCP,1149,0
205.210.49.247,241.242.186.34,11814,2042,UDP,554,1
0.77.216.0,28.4.78.131,38660,15234,TCP,72,1
147.71.88.59,57.210.135.244,4481,7197,UDP,7,1
6.20.148.217,190.215.169.236,17434,25954,UDP,585,1
184.99.194.29,92.9.13.69,48801,18522,TCP,1359,1
186.75.9.211,40.146.213.110,54436,37130,UDP,131,1
36.130.175.82,177.81.134.75,6577,38101,TCP,1011,0
178.217.139.203,35.34.181.181,45503,25842,UDP,720,1
141.233.167.241,87.145.10.7,65103,5131,UDP,267,1
170.195.39.105,154.85.247.62,12086,4570,TCP,379,0
138.231.53.193,91.27.15.56,54525,49632,UDP,694,0
193.124.85.100,244.118.80.82,2793,8613,TCP,13,0
143.110.33.174,232.38.189.133,34590,19366,UDP,388,0
46.135.224.7,163.255.1.39,24574,30149,UDP,677,1
93.112.156.207,190.186.2.146,2896,53651,TCP,1189,1
74.58.212.254,199.232.22.47,32522,59913,TCP,1124,0
16.13.214.106,21.74.14.104,26446,58713,TCP,95,1
47.211.170.243,71.105.87.80,52397,1951,UDP,1477,0
41.138.161.47,28.98.78.48,42371,52099,UDP,1048,0
103.173.229.147,148.66.124.179,29707,8360,TCP,1200,1
167.144.150.125,230.186.99.151,17883,26255,UDP,356,0
213.95.105.191,235.148.216.46,20502,53659,UDP,874,0
0.193.116.75,50.237.72.198,42490,21497,UDP,281,1
119.78.116.157,218.145.33.238,34492,16328,TCP,1499,0
194.169.108.230,11.117.157.207,50937,52186,UDP,1147,0
19.197.5.172,251.173.236.158,34092,51036,TCP,1407,0
231.154.28.51,51.166.80.202,4838,27288,TCP,302,1
143.152.198.37,135.103.41.32,39687,19791,TCP,1089,0
92.38.243.201,14.187.191.210,51739,9836,UDP,1194,0
105.221.185.46,227.30.209.232,41925,16517,UDP,419,0
134.192.185.31,102.62.190.172,11160,23617,TCP,1291,0
26.244.100.172,110.208.60.246,8267,39523,TCP,559,0
34.91.54.97,214.93.63.159,55257,2383,UDP,148,0
149.34.142.135,196.55.79.255,26091,59083,TCP,486,1
228.216.46.101,139.99.135.191,40250,24832,UDP,456,0
166.44.135.69,129.188.156.158,44535,2940,UDP,1187,1
92.161.150.188,36.39.101.173,4493,37019,UDP,594,0
23.234.175.156,172.38.202.167,8232,21653,UDP,1356,0
246.103.137.247,211.118.124.205,54351,35967,UDP,783,0
167.115.37.240,41.6.82.128,57649,27609,UDP,652,0
63.203.43.170,207.66.117.101,9335,41226,TCP,892,1
183.57.133.223,54.250.238.242,31793,8609,TCP,936,1
74.248.78.106,35.197.44.149,58993,50069,UDP,1362,1
213.19.73.5,212.182.37.239,65484,50884,TCP,1401,1
148.55.53.113,137.131.102.163,64444,54493,TCP,1462,1
226.76.60.39,44.144.253.111,3914,34270,TCP,693,0
120.138.201.15,223.104.246.254,4898,16719,UDP,594,1
85.202.176.215,175.169.250.120,62214,55746,TCP,809,0
222.216.247.233,29.128.67.229,26700,53420,UDP,820,1
85.248.42.249,91.19.99.106,4165,1099,UDP,1136,0
238.19.29.149,198.90.92.143,15506,53509,TCP,15,0
249.86.71.23,110.195.25.208,26139,61431,UDP,1416,0
207.63.115.64,193.206.164.57,10739,16875,UDP,1042,1
11.238.83.135,108.131.53.175,40504,64061,TCP,326,1
8.3.171.6,244.21.35.224,13597,42411,TCP,949,1
239.183.175.249,42.125.180.230,3809,45038,UDP,266,0
243.14.128.92,233.207.191.182,22355,157,TCP,913,1
149.245.200.147,180.217.73.168,24190,51171,UDP,1192,0
169.145.33.111,254.91.48.194,43999,56230,UDP,1459,1
188.71.218.163,202.126.253.229,15535,20793,TCP,902,1
5.46.112.155,13.28.143.123,51932,17213,TCP,1148,1
211.236.32.32,159.224.114.119,48978,34936,UDP,1470,1
178.193.134.249,99.253.84.45,3281,50216,UDP,91,1
43.60.236.40,144.214.50.2,41377,56603,TCP,888,1
255.36.14.23,134.64.254.99,37213,33367,UDP,317,0
196.22.147.113,58.212.199.129,63409,44832,UDP,397,0
59.193.56.87,202.95.129.251,21197,23509,TCP,1059,0
130.228.236.185,127.139.83.235,33664,9111,TCP,62,0
206.103.93.193,72.235.111.192,22423,41684,UDP,338,0
186.25.16.76,178.142.78.246,55138,36410,UDP,607,1
178.111.193.199,18.161.38.191,39191,61057,UDP,1080,1
238.197.135.173,121.70.50.179,51156,22930,UDP,1422,0
69.214.19.232,240.116.60.65,53075,10407,UDP,891,0
106.155.231.14,113.164.177.242,47455,26772,UDP,425,0
80.235.159.31,168.56.87.132,17924,38298,UDP,909,1
1.23.7.210,192.196.169.136,15624,10725,UDP,715,1
8.237.239.48,104.154.170.42,41396,29547,UDP,1470,0
111.236.26.250,44.211.161.155,13517,4715,UDP,1166,1
116.34.132.84,172.152.70.223,65512,29153,TCP,594,0
217.76.75.155,239.99.142.124,4511,61489,UDP,874,1
129.247.226.156,90.114.54.193,58567,32145,UDP,1312,1
158.72.54.224,22.176.47.198,55666,24501,UDP,183,1
181.18.227.0,221.250.11.57,13740,20075,TCP,870,0
25.225.111.220,171.27.37.254,3029,18864,UDP,601,1
160.106.176.226,15.110.36.57,48639,22643,TCP,830,0
90.54.86.183,61.68.184.126,30264,60558,UDP,1329,1
234.19.211.159,123.46.152.140,15591,41650,UDP,473,0
72.66.7.211,233.74.121.153,44029,27689,UDP,318,0
1.233.159.83,115.132.123.153,57545,61218,UDP,128,1
42.65.87.114,190.17.122.205,52875,53869,TCP,162,1
195.16.77.108,223.52.185.128,56425,39078,TCP,85,1
139.115.126.83,183.68.19.131,10285,14727,TCP,1019,1
35.54.186.250,35.240.13.219,18396,6361,TCP,1354,0
227.176.187.225,133.177.101.92,32707,5855,UDP,308,1
146.227.115.209,56.215.231.150,9196,456,TCP,212,1
235.168.148.13,62.124.223.246,9861,46706,TCP,735,0
95.204.4.109,65.1.140.188,29181,41501,UDP,152,0
228.16.36.37,30.89.160.142,26925,3638,UDP,1426,1
5.174.127.121,211.196.200.15,30507,52607,TCP,467,0
93.225.236.225,115.101.192.205,52023,2262,TCP,815,0
200.222.129.90,136.108.107.144,4281,24281,TCP,760,0
222.139.18.19,183.240.52.78,21345,29319,TCP,117,1
150.71.117.227,175.180.2.153,11658,6629,TCP,508,0
59.219.108.226,20.28.147.218,24607,17566,TCP,531,1
112.58.61.88,39.141.15.161,13852,34906,TCP,371,0
102.113.171.133,66.226.226.37,59106,7812,TCP,301,1
193.103.196.49,2.146.186.206,25618,43138,TCP,823,1
67.165.188.183,132.98.40.107,18926,891,UDP,623,0
195.29.58.15,213.193.37.21,65517,16156,UDP,271,1
73.21.10.223,38.54.38.16,61944,6561,UDP,915,1
79.221.146.23,224.28.236.8,30977,59043,TCP,1021,0
75.160.68.11,101.107.70.144,42121,3765,UDP,993,0
78.103.88.102,22.238.220.59,58383,3209,TCP,472,0
238.178.121.28,144.126.13.80,25589,45581,UDP,254,0
204.55.179.216,42.76.113.146,24416,31237,TCP,427,0
204.157.112.89,148.36.83.110,7427,20166,TCP,800,1
244.52.104.11,119.173.151.7,50380,30629,TCP,1491,0
55.43.130.193,75.216.133.187,43659,8245,TCP,1035,1
93.185.198.174,26.25.129.175,39896,49014,TCP,1058,0
33.164.71.233,138.19.75.68,5597,21304,TCP,697,1
155.245.214.187,190.65.63.71,5681,50862,UDP,1121,0
62.202.132.172,211.135.189.235,43341,1093,TCP,1103,0
200.16.122.180,115.148.106.250,65308,20962,TCP,419,1
145.152.74.68,125.122.71.200,56795,2064,TCP,1481,1
74.212.125.220,115.217.58.199,60862,43651,UDP,370,0
64.103.234.134,242.191.176.156,59235,8436,UDP,230,0
143.215.208.98,10.214.62.225,19263,14126,UDP,545,0
75.97.81.186,32.153.110.194,58873,53759,UDP,776,1
196.201.114.14,165.218.206.68,27248,37078,UDP,735,1
115.139.150.3,128.68.132.20,192,49151,UDP,1358,0
228.135.128.85,22.175.4.185,59670,46175,UDP,844,1
136.78.74.67,70.38.248.23,26180,57613,TCP,449,1
37.71.12.16,221.206.39.63,57535,42781,UDP,718,0
16.200.34.30,54.21.246.163,32362,16165,TCP,34,0
136.41.243.128,158.224.216.63,55623,42363,TCP,792,0
199.64.220.209,234.50.3.23,26192,40857,UDP,145,0
180.90.25.106,223.171.149.0,45879,36008,TCP,897,1
90.146.85.145,9.49.209.142,1672,37958,UDP,894,1
46.175.154.102,143.44.221.80,25356,21130,UDP,325,0
41.48.150.79,73.94.224.164,61130,27696,UDP,1047,1
79.21.76.200,47.118.189.106,11394,59786,UDP,364,0
9.85.100.235,167.40.229.150,31857,60272,UDP,748,1
61.164.137.170,175.164.214.245,23655,64515,TCP,817,0
207.51.72.67,200.15.13.135,30489,53761,UDP,1262,1
8.186.201.152,168.13.219.239,5183,19365,TCP,1283,1
157.129.190.94,51.8.184.90,57249,62099,UDP,379,1
73.178.143.104,10.1.226.204,25586,9975,TCP,1157,0
86.152.46.245,27.145.54.165,9888,48766,UDP,743,0
6.137.7.134,30.10.81.207,25748,3593,TCP,1323,1
139.227.82.43,231.180.25.190,57526,38543,TCP,365,0
79.239.76.66,255.247.55.159,51822,57903,TCP,296,0
143.255.19.114,117.232.7.188,21197,34031,UDP,356,1
116.211.236.60,50.73.1.193,9997,36735,TCP,435,1
111.71.135.77,62.89.206.169,39214,61205,TCP,1210,0
79.83.86.237,3.187.134.123,64747,65311,TCP,237,1
231.174.89.203,187.206.11.210,56139,6200,TCP,438,0
67.158.162.16,227.249.35.47,3473,53130,UDP,62,0
166.115.226.112,13.152.225.132,62303,44953,TCP,592,1
15.24.25.109,193.215.189.163,51724,64084,UDP,1383,0
8.238.185.12,139.147.138.45,33539,64958,UDP,1114,1
174.44.100.240,132.17.106.112,7570,53377,UDP,706,1
57.230.249.55,107.127.87.143,61538,32799,UDP,396,1
42.63.15.32,143.108.119.174,24996,40101,UDP,815,1
77.103.38.225,85.101.58.172,3671,22262,TCP,1184,0
189.3.61.194,54.86.249.171,27823,25043,UDP,628,0
94.56.252.238,14.220.145.131,55817,37708,UDP,892,1
82.109.233.152,48.135.21.158,62219,1317,UDP,458,0
231.106.149.231,82.123.174.249,42097,12142,TCP,724,1
46.151.23.210,7.66.204.115,34208,42558,UDP,1381,0
217.242.194.156,91.254.246.66,25180,30786,TCP,1364,1
205.236.3.77,199.184.29.60,16431,8458,TCP,859,1
34.251.146.50,132.153.126.194,10904,59213,TCP,204,1
99.79.89.156,135.64.37.190,17043,28418,TCP,245,1
108.208.25.117,89.255.66.228,11741,24712,TCP,1150,1
164.132.169.241,195.77.119.56,21745,41526,TCP,432,0
132.30.178.99,54.166.207.184,26233,28748,UDP,663,0
142.96.103.62,30.57.139.124,62146,36124,TCP,35,1
163.146.156.185,12.254.37.198,64979,18261,UDP,123,1
247.88.11.47,27.181.210.197,31990,18322,UDP,1300,0
238.165.2.186,51.9.114.250,10250,39137,UDP,1331,1
37.254.42.235,247.127.216.92,29103,49341,TCP,570,0
47.42.6.98,251.37.99.99,23074,60532,UDP,763,0
92.11.142.252,115.120.147.28,21068,36993,UDP,235,0
48.176.81.247,71.172.135.180,56182,58836,UDP,914,0
227.65.212.40,40.58.44.99,51596,62138,TCP,1338,0
90.193.231.57,240.27.229.204,27873,37051,UDP,1001,0
245.108.178.175,180.82.86.117,18059,45780,TCP,1139,0
224.188.40.58,232.66.105.73,38474,17412,TCP,1492,1
82.121.16.205,6.217.200.203,49713,13128,UDP,1328,0
198.74.140.157,14.228.214.57,54892,31937,TCP,59,1
196.86.193.141,51.220.233.226,25027,54198,UDP,98,0
213.55.63.245,137.234.46.235,60205,8813,TCP,387,1
191.185.222.64,83.182.6.82,9860,57125,UDP,993,0
92.40.71.0,119.7.22.48,28156,12086,TCP,382,1
8.253.167.45,19.122.175.211,34413,57168,UDP,261,0
26.194.87.165,221.201.8.143,19420,10441,TCP,919,0
131.142.106.238,137.35.244.3,2980,49661,TCP,2,0
104.27.111.202,178.124.171.191,42083,48849,TCP,25,0
162.57.23.226,238.204.89.145,15765,242,UDP,1051,1
165.29.132.21,218.221.94.96,20270,33063,TCP,1168,1
105.154.78.134,111.71.22.214,39110,41801,TCP,757,1
154.188.166.75,233.90.58.221,42083,14393,TCP,1190,0
97.203.226.43,137.37.243.98,52666,25668,TCP,491,1
33.249.177.69,46.73.121.75,53611,44629,TCP,1174,1
113.54.30.16,96.96.0.234,53980,61931,TCP,692,1
159.114.81.159,39.64.30.135,23825,1340,TCP,720,0
191.19.227.111,166.67.108.226,31975,32674,TCP,475,0
238.116.65.112,236.47.144.220,16770,25102,UDP,718,1
